#1
#1
#1
$2270	10006900
$4149	10006948
$4152	10006863
$2279	10000588
$4523	10000465
$2286	10000533
$4122	10006955
$2292	10006856
$2293	10000632
$4132	10000625
$4130	10000830
$2301	10007013
$4136	10000601
$2304	10006917
$2305	10006924
$2306	10006931
$3423	10006122
$2740	10006993
$3266	10000557
$3267	10000540
$3268	10000434
$3919	10000441
$4151	10006894
$4150	10006825
$4119	10006979
$4120	10006986
$4124	10000786
$4125	10000502
$4147	10000809
$4364	10004999
$4513	10006788
$4514	10006795
$4515	10006801
$4516	10006818
$4517	10007020
$4518	10006832
$4519	10006849
$4520	10000458
$4521	10006887
$4522	10006870
$4524	10007006
