#1
#1
#1
$300	01003000
$304	01003048
$306	01003062
$310	01003109
$313	01003130
$329	01003291
$2273	02004525
$457	02004570
$458	02004587
$472	02004723
$2275	02004877
$2282	02005119
$2284	02005133
$2285	02005218
$2290	02005454
$2296	02005652
$2297	02005683
$571	02005713
$2298	02005898
$2299	02006109
$2303	02006307
$2277	02006666
$2278	02006680
$673	02006734
$2341	01023411
$2346	01023466
$3259	01032598
$3338	01033380
$3482	01034820
$3483	01034837
$4094	01040944
$2323	00026048
$2485	00026055
$2490	00026062
$3106	00026079
$2315	00026086
$3100	00026093
$3074	00026109
