#1
#1
#1
$944	04009443
$3024	20030247
$3025	20030254
$3028	20030285
$3033	20030339
$3037	20030377
$3039	20030391
$3042	20030421
$3043	20030438
$3044	20030445
$3048	20030483
$3051	20030513
$3052	20030520
$3053	20030537
$3054	20030544
$3057	20030575
$3058	20030582
$3059	20030599
$3060	20030605
$3066	20030667
$3070	20030704
$3074	20030742
$3076	20030766
$3079	20030797
$3085	20030858
$3087	20030872
$3090	20030902
$3091	20030919
$3092	20030926
$3093	20030933
$3095	20030957
$3102	20031022
$3106	20031060
$3113	20031138
$3114	20031145
$3118	20031183
$3124	20031244
$3125	20031251
$3129	20031299
$2259	20022594
$2260	20022600
$2263	20022631
$2327	20023270
$2328	20023287
$2333	20023331
$2479	20024796
$2489	20024895
$2498	20024987
$2501	20025014
$2508	20025083
$2730	20027308
$2732	20027322
$2737	20027377
$3638	04036388
$3639	08036391
$3640	08036407
$3641	18036411
$3642	18036428
$3643	20036430
