vat,rabat,cena_netto,ean,nazwa_towaru,ilosc,kategoria
0,None,4.18,5902741009173,Buzdyganek ziele 50g,None,Zio≥a jednorodne
0,None,3.74,5902741009395,Morwa bia≥a liúÊ EKO 50g,None,Zio≥a jednorodne
0,None,6.6,5902741009715,Siedmiopalecznik b≥otny EKO 100g,None,Zio≥a jednorodne
0,None,5.39,5902741009791,Rumianek kwiat EKO 50g,None,Zio≥a jednorodne
0,None,6.82,5902741009982,B≥awatek kwiat Eko 25g,None,Zio≥a jednorodne
0,None,4.18,5902768527001,Mak p≥atki 25g,None,Zio≥a jednorodne
0,None,5.17,5902768527018,Pierwiosnek kwiat 25g,None,Zio≥a jednorodne
0,None,5.94,5902768527025,Dziewanna kwiat EKO 25g,None,Zio≥a jednorodne
0,None,5.5,5902768527193,Marzanka ziele EKO 25g,None,Zio≥a jednorodne
8,None,5.5,5902741000453,Herbatka Odkwaszajπca EKO 50g,None,Herbatki\Zio≥owe
8,None,6.49,5902741001221,Herbatka Wspomagajπca pracÍ wπtroby EKO 25x1.5g,None,Herbatki\Zio≥owe
8,None,4.62,5902741002808,Herbatka Na lamblie 50g,None,Herbatki\Zio≥owe
8,None,4.84,5902741002815,Herbatka Jelitowa EKO 50g,None,Herbatki\Zio≥owe
8,None,5.06,5902741002839,Herbatka Regulujπca trawienie EKO 50g,None,Herbatki\Zio≥owe
8,None,5.39,5902741002846,Herbatka Bπdü ZdrÛw z zielem jeøÛwki EKO 50g,None,Herbatki\Zio≥owe
8,None,7.26,5902741002877,Herbatka z kurkumπ EKO 25x2g,None,Herbatki\Zio≥owe
8,None,7.92,5902741002884,Herbatka Herkules EKO 50g,None,Herbatki\Zio≥owe
8,None,7.92,5902741002891,Herbatka Pitagoras EKO 50g,None,Herbatki\Zio≥owe
8,None,9.13,5902741002907,Herbatka Rasputin EKO 50g,None,Herbatki\Zio≥owe
8,None,5.06,5902741003065,Herbatka Eukaliptusowa 50g,None,Herbatki\Zio≥owe
8,None,5.83,5902741003126,Herbatka Odkwaszajπca EKO 25x2g,None,Herbatki\Zio≥owe
8,None,5.17,5902741003386,Herbatka Mi≥orzÍbowa 50g,None,Herbatki\Zio≥owe
8,None,4.62,5902741005069,Herbatka Przeciwreumatyczna LUMBAGO EKO 50g,None,Herbatki\Zio≥owe
8,None,4.4,5902741005076,Herbatka Dla PaÒ EKO 50g,None,Herbatki\Zio≥owe
8,None,5.5,5902741005113,Herbatka Polecana przy alergii EKO 50g,None,Herbatki\Zio≥owe
8,None,4.84,5902741005120,Herbatka Polecana przy trπdziku EKO 50g,None,Herbatki\Zio≥owe
8,None,4.51,5902741005168,Herbatka Na chrypkÍ EKO 50g,None,Herbatki\Zio≥owe
8,None,5.39,5902741005175,Herbatka Polec.przy nadm.cholesterolu EKO 50g,None,Herbatki\Zio≥owe
8,None,5.39,5902741005205,Herbatka Wspomagajπca pracÍ wπtroby EKO 50g,None,Herbatki\Zio≥owe
8,None,5.28,5902741005212,Herbatka Polecana przy cukrzycy EKO 50g,None,Herbatki\Zio≥owe
8,None,5.39,5902741005236,Herbatka Dla nerwusÛw EKO 50g,None,Herbatki\Zio≥owe
8,None,5.39,5902741005250,Herbatka Polecana przy zaparciach EKO 50g,None,Herbatki\Zio≥owe
8,None,5.72,5902741005274,Herbatka Dla øo≥πdkowcÛw EKO 50g,None,Herbatki\Zio≥owe
8,None,4.62,5902741005298,Herbatka Staros≥owiaÒska EKO 50g,None,Herbatki\Zio≥owe
8,None,5.28,5902741005311,Herbatka Polecana przy odtruwaniu EKO 50g,None,Herbatki\Zio≥owe
8,None,4.62,5902741005366,Herbatka Krzemionkowa EKO 50g,None,Herbatki\Zio≥owe
8,None,13.2,5902741007896,Herbatka Polec.przy nadm.cholesterolu EKO 200g,None,Herbatki\Zio≥owe
8,None,14.74,5902741007902,Herbatka Wspomagajπca pracÍ wπtroby EKO 200g,None,Herbatki\Zio≥owe
8,None,12.32,5902741007940,Herbatka Polecana przy cukrzycy EKO 150g,None,Herbatki\Zio≥owe
8,None,11.77,5902741007957,Herbatka Regulujπca trawienie EKO 150g,None,Herbatki\Zio≥owe
0,None,4.62,5902741000262,RÛøa owoc - (kartonik) 50g,None,Herbatki\Owocowe
8,None,8.36,5902741007476,Herbatka Porzeczkowa EKO 100g,None,Herbatki\Owocowe
8,None,5.5,5902741000316,Herbatka TarniÛwka EKO 100g,None,Herbatki\Owocowe
8,None,12.76,5902741000347,Herbatka Ekologiczny OgrÛd 100g,None,Herbatki\Owocowe
8,None,11.66,5902741000354,Herbatka Owoce Lasu EKO 100g,None,Herbatki\Owocowe
8,None,12.98,5902741000361,Herbatka BorÛwkowa EKO 100g,None,Herbatki\Owocowe
8,None,7.37,5902741000507,Herbatka z Czarnej Porzeczki EKO 100g,None,Herbatki\Owocowe
0,None,6.05,5902741000514,Herbatka Aroniowa EKO 100g,None,Herbatki\Owocowe
8,None,10.78,5902741000958,Herbatka Berberysowa EKO 100g,None,Herbatki\Owocowe
8,None,7.48,5902741000965,Herbatka Owocowy raj EKO 100g,None,Herbatki\Owocowe
0,None,25.74,5902741002563,Poziomka owoc EKO 100g,None,Herbatki\Owocowe
8,None,5.94,5902741002785,Herbatka Jab≥kowo-miÍtowa EKO 100g,None,Herbatki\Owocowe
8,None,5.28,5902741004079,Herbatka Dzika úliwa EKO 100g,None,Herbatki\Owocowe
8,None,10.12,5902741004116,Herbatka Malinowa kresowa EKO 50g,None,Herbatki\Owocowe
0,None,8.36,5902741004178,Bez czarny owoc EKO 100g,None,Herbatki\Owocowe
0,None,5.06,5902741004208,G≥Ûg owoc EKO 100g,None,Herbatki\Owocowe
0,None,4.4,5902741004635,JarzÍbina owoc EKO 50g,None,Herbatki\Owocowe
0,None,5.94,5902741004765,Tarnina owoc EKO 100g,None,Herbatki\Owocowe
0,None,5.5,5902741004826,RÛøa owoc EKO 50g,None,Herbatki\Owocowe
0,None,22,5902741005045,Malina owoc EKO 50g,None,Herbatki\Owocowe
8,None,6.05,5902741005144,Herbatka Bio energia EKO 50g,None,Herbatki\Owocowe
8,None,31.9,5902741007506,Herbatka Malinowa EKO 80g,None,Herbatki\Owocowe
0,None,24.82,5902741007520,BorÛwka czernica owoc EKO 100g,None,Herbatki\Owocowe
8,None,25.63,5902741007834,Herbatka Bomba witaminowa EKO 200g,None,Herbatki\Owocowe
8,None,7.15,5902768527100,Herbatka Leúna polana EKO 100g,None,Herbatki\Owocowe
8,None,9.79,5902768527209,Herbatka Dzika rÛøa EKO 100g,None,Herbatki\Owocowe
8,None,19.4,5902768527308,Herbatka Jagodowa EKO 100g,None,Herbatki\Owocowe
8,None,3.74,5902741002969,"Herbatka Zodiakalna ""KOZIOROØEC"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003201,"Herbatka Zodiakalna ""BYK"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003218,"Herbatka Zodiakalna ""BLIèNI TA"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003225,"Herbatka Zodiakalna ""RAK"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003232,"Herbatka Zodiakalna ""LEW"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003249,"Herbatka Zodiakalna ""PANNA"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003256,"Herbatka Zodiakalna ""WAGA"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003263,"Herbatka Zodiakalna ""SKORPION"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003270,"Herbatka Zodiakalna ""STRZELEC"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003294,"Herbatka Zodiakalna ""WODNIK"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003300,"Herbatka Zodiakalna ""RYBY"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,3.74,5902741003409,"Herbatka Zodiakalna ""BARAN"" 20x2.5g",None,Herbatki\Zodiakalne
8,None,12.98,5902741000491,Kawa z nasion konopi EKO (tuba) 200g,None,Kawy
8,None,11.22,5902741000910,Kawa øo≥ÍdziÛwka EKO (tuba) 200g,None,Kawy
8,None,8.36,5902741001498,Kawa zio≥owo-zboøowa EKO (tuba) 200g,None,Kawy
8,None,12.32,5902741002402,Kawa øo≥ÍdziÛwka EKO rozpuszczalna 10x7g,None,Kawy
8,None,5.06,5902741004925,Kawa zio≥owo-zboøowa EKO 100g,None,Kawy
8,None,9.79,5902741007322,Kawa øo≥ÍdziÛwka z øeÒ-szeniem EKO 100g,None,Kawy
8,None,12.54,5902741007582,Kawa z topinamburu EKO (tuba) 200g,None,Kawy
23,None,19.14,5902741009418,Kawa ziarno Arabica EKO (tuba) 150g,None,Kawy
8,None,10.56,5902768527131,Kawa orkiszowa EKO (tuba) 200g,None,Kawy
8,None,2.75,5902741000101,EKO Kurkuma plastry 30g,None,Przyprawy EKO\Jednorodne
8,None,6.71,5902741006318,EKO Papryka wÍdzona s≥odka 50g,None,Przyprawy EKO\Jednorodne
8,None,6.16,5902741006394,EKO Papryka czerwona s≥odka mielona 50g,None,Przyprawy EKO\Jednorodne
23,None,8.25,5902741006639,EKO Agar-agar 20g,None,Przyprawy EKO\Jednorodne
8,None,3.08,5902741007001,EKO Anyø 30g,None,Przyprawy EKO\Jednorodne
8,None,6.71,5902741007018,EKO Chilli 30g,None,Przyprawy EKO\Jednorodne
8,None,6.49,5902741007025,EKO Cynamon cejloÒski mielony 50g,None,Przyprawy EKO\Jednorodne
8,None,3.96,5902741007032,EKO Czarnuszka 50g,None,Przyprawy EKO\Jednorodne
0,None,3.74,5902741007049,EKO Czosnek (kawa≥ki) 50g,None,Przyprawy EKO\Jednorodne
8,None,7.48,5902741007056,EKO Ga≥ka muszkato≥owa ca≥a 30g,None,Przyprawy EKO\Jednorodne
8,None,7.7,5902741007063,EKO Ga≥ka muszkato≥owa mielona 30g,None,Przyprawy EKO\Jednorodne
8,None,5.83,5902741007070,EKO Goüdziki 30g,None,Przyprawy EKO\Jednorodne
8,None,6.27,5902741007087,EKO Goüdziki mielone 30g,None,Przyprawy EKO\Jednorodne
8,None,6.27,5902741007094,EKO Imbir 60g,None,Przyprawy EKO\Jednorodne
8,None,13.42,5902741007100,EKO Kardamon mielony 50g,None,Przyprawy EKO\Jednorodne
8,None,2.75,5902741007117,EKO Kolendra ziarno 30g,None,Przyprawy EKO\Jednorodne
8,None,3.08,5902741007124,EKO Kolendra mielona 30g,None,Przyprawy EKO\Jednorodne
8,None,4.07,5902741007131,EKO Kozieradka 60g,None,Przyprawy EKO\Jednorodne
8,None,4.29,5902741007148,EKO Kozieradka mielona 60g,None,Przyprawy EKO\Jednorodne
8,None,2.86,5902741007155,EKO LiúÊ laurowy 10g,None,Przyprawy EKO\Jednorodne
8,None,4.29,5902741007162,EKO Kurkuma 50g,None,Przyprawy EKO\Jednorodne
8,None,6.05,5902741007179,EKO Pieprz bia≥y ziarno 30g,None,Przyprawy EKO\Jednorodne
8,None,7.26,5902741007186,EKO Papryka ostra 90g,None,Przyprawy EKO\Jednorodne
0,None,2.75,5902741007193,EKO Natka pietruszki 20g,None,Przyprawy EKO\Jednorodne
0,None,3.85,5902741007209,EKO Koperek 30g,None,Przyprawy EKO\Jednorodne
8,None,5.94,5902741007216,EKO Papryka czerwona s≥odka 50g,None,Przyprawy EKO\Jednorodne
0,None,3.08,5902741007223,EKO Trawa cytrynowa 20g,None,Przyprawy EKO\Jednorodne
0,None,2.97,5902741008459,EKO Kolendra liúÊ 20g,None,Przyprawy EKO\Jednorodne
0,None,2.42,5902741008466,EKO Chrzan 40g,None,Przyprawy EKO\Jednorodne
0,None,7.26,5902741008473,EKO Trawa øubrÛwka mielona 20g,None,Przyprawy EKO\Jednorodne
8,None,6.05,5902741008480,EKO Papryka zielona s≥odka 30g,None,Przyprawy EKO\Jednorodne
0,None,4.18,5902741008534,EKO Czosnek mielony 50g,None,Przyprawy EKO\Jednorodne
8,None,12.98,5902741008978,EKO Kardamon ziarno 40g,None,Przyprawy EKO\Jednorodne
8,None,6.38,5902768527865,EKO Pieprz czarny ziarno 50g,None,Przyprawy EKO\Jednorodne
8,None,6.49,5902768527872,EKO Pieprz czarny mielony 50g,None,Przyprawy EKO\Jednorodne
0,None,3.19,5902768527889,EKO Rozmaryn 30g,None,Przyprawy EKO\Jednorodne
8,None,6.49,5902768527896,EKO Ziele angielskie 50g,None,Przyprawy EKO\Jednorodne
0,None,3.41,5902768527902,EKO Bazylia 25g,None,Przyprawy EKO\Jednorodne
0,None,3.85,5902768527919,EKO Cebula suszona 40g,None,Przyprawy EKO\Jednorodne
0,None,2.64,5902768527926,EKO Czπber 20g,None,Przyprawy EKO\Jednorodne
0,None,2.97,5902768527933,EKO Gorczyca bia≥a 90g,None,Przyprawy EKO\Jednorodne
8,None,4.4,5902768527940,EKO Ja≥owiec 30g,None,Przyprawy EKO\Jednorodne
8,None,4.18,5902768527957,EKO Kminek ziarno 60g,None,Przyprawy EKO\Jednorodne
0,None,3.19,5902768527964,EKO Lubczyk 20g,None,Przyprawy EKO\Jednorodne
0,None,2.86,5902768527971,EKO Majeranek 15g,None,Przyprawy EKO\Jednorodne
0,None,3.08,5902768527988,EKO Oregano 20g,None,Przyprawy EKO\Jednorodne
8,None,2.64,5902768527995,EKO Tymianek 20g,None,Przyprawy EKO\Jednorodne
8,None,2.86,5902741000118,EKO Przyprawa do pizzy i zapiekanek 30g,None,Przyprawy EKO\Mieszanki
8,None,3.08,5902741000125,EKO Przyprawa do daÒ z ziemniakÛw 30g,None,Przyprawy EKO\Mieszanki
8,None,5.17,5902741000132,EKO Przyprawa pomidorowo-bazyliowa z czosnkiem niedøwiedzim 40g,None,Przyprawy EKO\Mieszanki
8,None,5.28,5902741000149,EKO Przyprawa pomidorowo-czosnk. z czarnuszkπ 40g,None,Przyprawy EKO\Mieszanki
8,None,5.5,5902741002280,EKO Pieprz kolorowy 30g,None,Przyprawy EKO\Mieszanki
23,None,10.34,5902741003706,SÛl himalajska z Eko zio≥ami CHILI 160g - m≥ynek,None,Przyprawy EKO\Mieszanki
23,None,10.34,5902741003584,SÛl himalajska z Eko zio≥ami DO MI S i SOS”W 125g - m≥ynek,None,Przyprawy EKO\Mieszanki
23,None,10.34,5902741003591,SÛl himalajska z Eko zio≥ami 90g - m≥ynek,None,Przyprawy EKO\Mieszanki
23,None,10.34,5902741003614,SÛl himalajska z Eko zio≥ami CZOSNKOWA 140g - m≥ynek,None,Przyprawy EKO\Mieszanki
23,None,10.34,5902741003621,SÛl himalajska z Eko zio≥ami DO GRILLA 120g - m≥ynek,None,Przyprawy EKO\Mieszanki
23,None,10.34,5902741003638,SÛl himalajska z Eko zio≥ami DO SA£ATEK 95g - m≥ynek,None,Przyprawy EKO\Mieszanki
8,None,3.96,5902741007261,EKO Pieprz zio≥owy 60g,None,Przyprawy EKO\Mieszanki
8,None,10.67,5902741008961,EKO Przyprawa do kawy 50g,None,Przyprawy EKO\Mieszanki
8,None,3.19,5902768527421,EKO Przyprawa do drobiu 30g,None,Przyprawy EKO\Mieszanki
8,None,5.28,5902768527438,EKO Przyprawa do ryb i owocÛw morza 40g,None,Przyprawy EKO\Mieszanki
8,None,3.96,5902768527445,EKO Przyprawa do miÍsa pieczonego 50g,None,Przyprawy EKO\Mieszanki
8,None,3.08,5902768527452,EKO Przyprawa do mas≥a zio≥owego i twarogu 30g,None,Przyprawy EKO\Mieszanki
8,None,3.52,5902768527469,EKO Posypka do kanapek 30g,None,Przyprawy EKO\Mieszanki
8,None,3.41,5902768527476,EKO Przyprawa do daÒ z fasoli. soi. soczewicy. 30g,None,Przyprawy EKO\Mieszanki
23,None,3.08,5902768527483,EKO SÛl z zio≥ami 100g,None,Przyprawy EKO\Mieszanki
8,None,3.96,5902768527490,EKO Przyprawa do wo≥owiny. baraniny i dziczyzny 40g,None,Przyprawy EKO\Mieszanki
8,None,2.97,5902768527506,EKO Posypka do pieczonego chleba 50g,None,Przyprawy EKO\Mieszanki
8,None,3.41,5902768527513,EKO Przyprawa do daÒ wegetariaÒskich 40g,None,Przyprawy EKO\Mieszanki
8,None,3.08,5902768527520,EKO Przyprawa do sa≥atek 30g,None,Przyprawy EKO\Mieszanki
8,None,3.63,5902768527537,EKO Przyprawa prowansalska 20g,None,Przyprawy EKO\Mieszanki
0,None,4.73,5902768527575,EKO Przyprawa do roso≥u 50g,None,Przyprawy EKO\Mieszanki
8,None,6.05,5902768527582,EKO Garam masala 60g,None,Przyprawy EKO\Mieszanki
8,None,4.62,5902768527599,EKO Curry 60g,None,Przyprawy EKO\Mieszanki
8,None,3.85,5902768527605,EKO Przyprawa do miÍsa wieprzowego 40g,None,Przyprawy EKO\Mieszanki
8,None,4.84,5902768527629,EKO Przyprawa do zup warzywnych 40g,None,Przyprawy EKO\Mieszanki
8,None,5.94,5902768527636,EKO Uniwersalna przyprawa do zup 50g,None,Przyprawy EKO\Mieszanki
8,None,5.28,5902768527643,EKO Przyprawa do sosÛw ciemnych 60g,None,Przyprawy EKO\Mieszanki
8,None,3.19,5902768527650,EKO Przyprawa do sosÛw jasnych 25g,None,Przyprawy EKO\Mieszanki
8,None,3.08,5902741000378,Chilli (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,3.74,5902741000385,Kurkuma (kartonik) 50g,None,Przyprawy\Jednorodne
8,None,3.85,5902741000392,Czarnuszka (kartonik) 50g,None,Przyprawy\Jednorodne
0,None,2.86,5902741000408,Rozmaryn (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,3.41,5902741000415,Kozieradka (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,6.49,5902741000422,Anyø gwiazdkowy (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,19.93,5902741000897,Wanilia laska,None,Przyprawy\Jednorodne
8,None,4.18,5902741001177,Pieprz czerwony (kartonik) 20g,None,Przyprawy\Jednorodne
8,None,4.84,5902741001207,Pieprz czarny ziarnisty (kartonik) 50g,None,Przyprawy\Jednorodne
0,None,2.75,5902741001238,Majeranek (kartonik) 15g,None,Przyprawy\Jednorodne
8,None,3.96,5902741001245,Cynamon mielony (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,3.41,5902741001276,Cynamon kora (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,2.75,5902741001290,Kminek ziarno (kartonik) 60g,None,Przyprawy\Jednorodne
0,None,3.41,5902741001306,Gorczyca bia≥a (kartonik) 90g,None,Przyprawy\Jednorodne
8,None,6.6,5902741001313,Ziele angielskie (kartonik) 50g,None,Przyprawy\Jednorodne
8,None,4.18,5902741001337,Papryka s≥odka (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,3.3,5902741001344,Papryka ostra (kartonik) 60g,None,Przyprawy\Jednorodne
0,None,3.74,5902741001436,Bazylia (kartonik) 25g,None,Przyprawy\Jednorodne
0,None,3.08,5902741001443,Czπber (kartonik) 20g,None,Przyprawy\Jednorodne
0,None,3.08,5902741001450,Estragon (kartonik) 20g,None,Przyprawy\Jednorodne
8,None,4.4,5902741001467,Ja≥owiec (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,2.64,5902741001474,Tymianek (kartonik) 20g,None,Przyprawy\Jednorodne
0,None,4.18,5902741001610,Cebula suszona (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,2.75,5902741001627,Kolendra mielona (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,2.53,5902741001634,Kolendra (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,3.96,5902741001658,Imbir (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,5.5,5902741001764,Goüdziki mielone (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,5.28,5902741001771,Goüdziki (kartonik) 30g,None,Przyprawy\Jednorodne
0,None,2.86,5902741001788,Natka pietruszki (kartonik) 20g,None,Przyprawy\Jednorodne
0,None,3.96,5902741001795,Koperek (kartonik) 30g,None,Przyprawy\Jednorodne
0,None,2.86,5902741001849,Oregano (kartonik) 20g,None,Przyprawy\Jednorodne
0,None,3.3,5902741001856,Lubczyk (kartonik) 20g,None,Przyprawy\Jednorodne
8,None,3.52,5902741001887,Kozieradka Mielona (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,2.42,5902741001894,LiúÊ laurowy (kartonik) 10g,None,Przyprawy\Jednorodne
8,None,6.71,5902741001900,Ga≥ka muszkato≥owa mielona (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,4.07,5902741001917,Imbir k≥πcze (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,10.45,5902741001924,Kardamon mielony (kartonik) 50g,None,Przyprawy\Jednorodne
8,None,3.19,5902741001931,Kminek mielony (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,6.49,5902741001948,Pieprz bia≥y mielony (kartonik) 50g,None,Przyprawy\Jednorodne
8,None,6.16,5902741002525,Cynamon laska (kartonik) 40g,None,Przyprawy\Jednorodne
8,None,5.17,5902741002709,Pieprz czarny mielony (kartonik) 50g,None,Przyprawy\Jednorodne
8,None,3.74,5902741002853,Anyø nasiona (kartonik) 30g,None,Przyprawy\Jednorodne
0,None,3.41,5902741002921,Gorczyca czarna (kartonik) 70g,None,Przyprawy\Jednorodne
0,None,2.86,5902741002938,Koper ogrodowy nasiona (kartonik) 30g,None,Przyprawy\Jednorodne
0,None,5.17,5902741002983,Pomidory suszone 50g,None,Przyprawy\Jednorodne
8,None,5.06,5902741002990,Papryka czerwona suszona 50g,None,Przyprawy\Jednorodne
8,None,4.18,5902741003003,Papryka zielona suszona 50g,None,Przyprawy\Jednorodne
8,None,4.51,5902741003010,Pieprz bia≥y ziarnisty (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,4.51,5902741003027,Pieprz zielony (kartonik) 20g,None,Przyprawy\Jednorodne
8,None,3.85,5902741003034,Pieprz cayenne (kartonik) 60g,None,Przyprawy\Jednorodne
8,None,10.12,5902741003041,Kardamon ziarno (kartonik) 40g,None,Przyprawy\Jednorodne
0,None,3.96,5902741003058,Czosnek mielony (kartonik) 50g,None,Przyprawy\Jednorodne
8,None,10.82,5902741003133,Szafran 0.5g,None,Przyprawy\Jednorodne
8,None,6.71,5902741003157,Anyø gwiazdkowy mielony (kartonik) 30g,None,Przyprawy\Jednorodne
0,None,5.39,5902741003195,Majeranek 100g,None,Przyprawy\Jednorodne
8,None,6.34,5902741003317,Ga≥ka muszkato≥owa ca≥a 30g,None,Przyprawy\Jednorodne
0,None,3.74,5902741003997,Czosnek p≥atki (kartonik) 40g,None,Przyprawy\Jednorodne
0,None,5.28,5902741006622,Pomidory suszone na s≥oÒcu EKO 50g,None,Przyprawy EKO\Jednorodne
8,None,3.08,5902741006998,Pieprz czarny mielony 30g - saszetka,None,Przyprawy\Jednorodne
8,None,3.96,5902741008985,Czarnuszka mielona (kartonik) 50g,None,Przyprawy\Jednorodne
8,None,1.54,5902741009548,Czarnuszka 30g - saszetka,None,Przyprawy\Jednorodne
8,None,1.54,5902741009579,Cynamon mielony 30g - saszetka,None,Przyprawy\Jednorodne
8,None,1.54,5902741009586,Imbir 30g - saszetka,None,Przyprawy\Jednorodne
0,None,1.54,5902741009609,Lubczyk 15g - saszetka,None,Przyprawy\Jednorodne
8,None,1.54,5902741009623,Pieprz cayenne 30g - saszetka,None,Przyprawy\Jednorodne
8,None,6.86,5902741009807,Ziele angielskie mielone 50g (kartonik),None,Przyprawy\Jednorodne
8,None,3.41,5902768527841,Kmin rzymski (kartonik) 30g,None,Przyprawy\Jednorodne
8,None,4.07,5902741000224,Podlaska przyprawa do miÍs pieczonych i sosÛw 50g,None,Przyprawy\Mieszanki
8,None,3.08,5902741000231,Czubryca (kartonik) 30g,None,Przyprawy\Mieszanki
8,None,2.75,5902741000439,Podlaska przyprawa Ryba z grilla 30g,None,Przyprawy\Mieszanki
8,None,3.3,5902741000446,Podlaska przyprawa Grill wegetariaÒski 30g,None,Przyprawy\Mieszanki
8,None,4.4,5902741001269,Pieprz zio≥owy (kartonik) 60g,None,Przyprawy\Mieszanki
0,None,5.68,5902741001320,Susz warzywny z dodatkiem ziÛ≥ 100g,None,Przyprawy\Mieszanki
8,None,4.73,5902741001412,Curry (kartonik) 60g,None,Przyprawy\Mieszanki
8,None,2.86,5902741001863,Podlaska przyprawa do daÒ ciÍøkich 30g,None,Przyprawy\Mieszanki
8,None,6.38,5902741001870,Podlaska przyprawa orientalna (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.74,5902741002006,Podlaska przyprawa do flakÛw (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.74,5902741002013,Podlaska przyprawa do miÍsa wo≥owego 50g,None,Przyprawy\Mieszanki
8,None,3.96,5902741002020,Podlaska przyprawa myúliwska (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,2.86,5902741002037,Podlaska przyprawa do pizzy (kartonik) 30g,None,Przyprawy\Mieszanki
8,None,3.52,5902741002044,Podlaska przyprawa do bigosu (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.74,5902741002068,Podlaska przyprawa do miÍsa wieprzowego 50g,None,Przyprawy\Mieszanki
8,None,3.85,5902741002075,Podlaska przyprawa do drobiu (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.19,5902741002082,Podlaska przyprawa do grilla (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.52,5902741002099,Przyprawa prowansalska (kartonik) 30g,None,Przyprawy\Mieszanki
8,None,3.56,5902741002105,Warzywno zio≥owa przyprawa do potraw (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.74,5902741002112,Podlaska przyprawa do gulaszu (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.74,5902741002129,Podlaska przyprawa do ryb (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.52,5902741002143,Podlaska przyprawa do sa≥atek (kartonik) 50g,None,Przyprawy\Mieszanki
0,None,4.07,5902741002150,Podlaska przyprawa do roso≥u (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.96,5902741002167,Podlaska przyprawa staropolska (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.19,5902741002174,Podlaska przyprawa dla wegetarian (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.08,5902741002204,Podlaska przyprawa do ziemniakÛw (kartonik) 30g,None,Przyprawy\Mieszanki
8,None,4.18,5902741002211,Podlaska przyprawa 5 smakÛw (kartonik) 50g,None,Przyprawy\Mieszanki
23,None,3.96,5902741002228,SÛl zio≥owa (kartonik) 90g,None,Przyprawy\Mieszanki
8,None,5.72,5902741002235,Pieprz kolorowy (kartonik) 30g,None,Przyprawy\Mieszanki
8,None,3.41,5902741002242,Podlaska przyprawa do daÒ z fasoli (kartonik) 30g,None,Przyprawy\Mieszanki
8,None,3.41,5902741002259,Podlaska przyprawa przeciw kolkom jelitowym 50g,None,Przyprawy\Mieszanki
8,None,3.3,5902741002266,Podlaska przyprawa do pasztetÛw (kartonik) 30g,None,Przyprawy\Mieszanki
8,None,3.74,5902741002273,Podlaska przyprawa do miÍsa mielonego 50g,None,Przyprawy\Mieszanki
23,None,3.19,5902741002716,SÛl czosnkowa (kartonik) 90g,None,Przyprawy\Mieszanki
8,None,3.3,5902741002723,Podlaska przyprawa na pieczywo (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,3.08,5902741002730,Przyprawa do twarogu (kartonik) 30g,None,Przyprawy\Mieszanki
8,None,6.82,5902741002747,Przyprawa do ryøu (kartonik) 50g,None,Przyprawy\Mieszanki
8,None,2.75,5902741002754,Przyprawa do makaronu (kartonik) 30g,None,Przyprawy\Mieszanki
