
******************************

Liczba produktów których nie można było odnaleźć w bazie danych

******************************

1;1356;7145;2;0;1950;1.00;1550;21.01.13;11:42;1;30;1550;1550;00;0680275029236;0
1;1360;7246;1;0;0002;1.000;2850;21.01.16;10:20;1;30;2850;2850;00;0000000000000;0
1;1360;7248;7;0;0093;1.000;720;21.01.16;10:47;3;30;720;720;00;0000000000000;0
1;1360;7248;8;0;0182;1.000;1190;21.01.16;10:47;2;30;1190;1190;00;0000000000000;0
1;1360;7248;9;0;0182;1.000;760;21.01.16;10:47;2;30;760;760;00;0000000000000;0
1;1360;7258;1;0;0182;1.000;760;21.01.16;12:33;2;30;760;760;00;0000000000000;0
1;1360;7259;2;0;1954;1.00;1590;21.01.16;12:44;1;30;1590;1590;00;0680275044024;0
1;1360;7260;1;0;0182;2.000;3980;21.01.16;12:49;2;30;3980;3980;00;0000000000000;0
1;1360;7261;1;0;1913;1.00;3290;21.01.16;12:50;1;30;3290;3290;00;0680275059912;0
1;1360;7264;1;0;0048;2.000;2700;21.01.16;13:08;1;30;2700;2700;00;0000000000000;0
1;1361;7271;1;0;0182;1.000;490;21.01.18;11:04;2;30;490;490;00;0000000000000;0
1;1361;7277;1;0;0181;2.000;3100;21.01.18;11:45;3;30;3100;3100;00;0000000000000;0
1;1361;7279;1;0;0108;1.000;640;21.01.18;12:01;1;30;640;640;00;0000000000000;0
1;1361;7282;3;0;0182;1.000;2190;21.01.18;12:46;2;30;2190;2190;00;0000000000000;0
1;1361;7282;4;0;0002;1.000;2590;21.01.18;12:46;1;30;2590;2590;00;0000000000000;0
1;1361;7282;5;0;0093;1.000;890;21.01.18;12:46;3;30;890;890;00;0000000000000;0
1;1361;7284;1;0;0182;2.000;2900;21.01.18;13:05;2;30;2900;2900;00;0000000000000;0
1;1361;7284;8;0;0002;2.000;1320;21.01.18;13:05;1;30;1320;1320;00;0000000000000;0
1;1361;7292;6;0;0225;1.000;100;21.01.18;15:56;1;30;100;100;00;0000000000000;0
1;1361;7294;1;0;0087;1.000;1490;21.01.18;16:12;1;30;1490;1490;00;0000000000000;0
1;1362;7311;1;0;0066;4.000;4760;21.01.19;09:49;1;30;4760;4760;00;0000000000000;0
1;1362;7312;1;0;0048;1.000;1590;21.01.19;09:50;1;30;1590;1590;00;0000000000000;0
1;1362;7320;4;0;0182;1.000;1450;21.01.19;11:40;2;30;1450;1450;00;0000000000000;0
1;1362;7320;5;0;0181;15.500;2945;21.01.19;11:40;3;30;2945;2945;00;0000000000000;0
1;1362;7327;1;0;0182;4.000;1960;21.01.19;13:52;2;30;1960;1960;00;0000000000000;0
1;1362;7332;1;0;1974;1.00;2200;21.01.19;14:44;1;30;2890;2890;00;0680275060864;0
1;1363;7343;5;0;0048;1.000;1950;21.01.20;10:00;1;30;1950;1950;00;0000000000000;0
1;1363;7345;4;0;0035;1.000;1250;21.01.20;10:30;1;30;1250;1250;00;0000000000000;0
1;1363;7348;1;0;0090;1.000;740;21.01.20;11:27;2;30;740;740;00;0000000000000;0
1;1363;7356;1;0;0181;1.000;190;21.01.20;13:05;3;30;190;190;00;0000000000000;0
1;1363;7357;1;0;0093;1.000;1690;21.01.20;13:06;3;30;1690;1690;00;0000000000000;0
1;1363;7371;1;0;0026;1.000;1490;21.01.20;15:39;1;30;1490;1490;00;0000000000000;0
1;1363;7371;2;0;0026;1.000;990;21.01.20;15:39;1;30;990;990;00;0000000000000;0
1;1363;7380;5;0;0026;1.000;1390;21.01.20;17:22;1;30;1390;1390;00;0000000000000;0
1;1363;7380;6;0;0026;1.000;1490;21.01.20;17:22;1;30;1490;1490;00;0000000000000;0
1;1363;7381;3;0;0182;1.000;1450;21.01.20;17:25;2;30;1450;1450;00;0000000000000;0
1;1364;7390;3;0;0026;1.000;2490;21.01.21;10:31;1;30;2490;2490;00;0000000000000;0
1;1364;7390;4;0;0026;1.000;2590;21.01.21;10:31;1;30;2590;2590;00;0000000000000;0
1;1364;7390;6;0;0035;1.000;890;21.01.21;10:31;1;30;890;890;00;0000000000000;0
1;1364;7395;1;0;0094;2.000;3380;21.01.21;11:57;2;30;3380;3380;00;0000000000000;0
1;1364;7398;3;0;0048;1.000;2650;21.01.21;12:22;1;30;2650;2650;00;0000000000000;0
1;1364;7399;2;0;0243;2.000;2580;21.01.21;12:27;1;30;2580;2580;00;0000000000000;0
1;1364;7400;3;0;0182;2.000;4380;21.01.21;13:14;2;30;4380;4380;00;0000000000000;0
1;1364;7407;2;0;0048;1.000;2190;21.01.21;14:07;1;30;2190;2190;00;0000000000000;0
1;1364;7411;1;0;0002;1.000;2850;21.01.21;14:36;1;30;2850;2850;00;0000000000000;0
1;1364;7414;2;0;0002;1.000;2490;21.01.21;16:10;1;30;2490;2490;00;0000000000000;0
1;1364;7414;3;0;0002;1.000;1890;21.01.21;16:10;1;30;1890;1890;00;0000000000000;0
1;1364;7414;4;0;0182;1.000;1450;21.01.21;16:10;2;30;1450;1450;00;0000000000000;0
1;1364;7415;2;0;0195;1.000;890;21.01.21;16:14;1;30;890;890;00;0000000000000;0
1;1365;7428;2;0;0182;1.000;760;21.01.22;13:34;2;30;760;760;00;0000000000000;0
1;1365;7429;3;0;0182;1.000;1990;21.01.22;13:39;2;30;1990;1990;00;0000000000000;0
1;1365;7429;4;0;0182;1.000;1450;21.01.22;13:39;2;30;1450;1450;00;0000000000000;0
1;1365;7433;3;0;0068;1.000;1990;21.01.22;15:12;1;30;1990;1990;00;0000000000000;0
1;1365;7440;3;0;0093;1.000;720;21.01.22;16:10;3;30;720;720;00;0000000000000;0
1;1365;7443;7;0;0048;1.000;6900;21.01.22;16:31;1;30;6900;6900;00;0000000000000;0
1;1365;7445;1;0;0012;1.000;1090;21.01.22;16:40;1;30;1090;1090;00;0000000000000;0
1;1365;7445;2;0;0012;1.000;1190;21.01.22;16:40;1;30;1190;1190;00;0000000000000;0
1;1366;7451;2;0;0002;1.000;660;21.01.23;10:26;1;30;660;660;00;0000000000000;0
1;1366;7451;5;0;0026;1.000;2350;21.01.23;10:26;1;30;2350;2350;00;0000000000000;0
1;1366;7453;1;0;0048;1.000;2190;21.01.23;10:28;1;30;2190;2190;00;0000000000000;0
1;1366;7457;1;0;0256;1.000;2590;21.01.23;10:49;1;30;2590;2590;00;0000000000000;0
1;1366;7461;1;0;0182;1.000;760;21.01.23;11:06;2;30;760;760;00;0000000000000;0
1;1366;7470;2;0;0182;1.000;760;21.01.23;13:19;2;30;760;760;00;0000000000000;0
1;1366;7470;3;0;0038;1.000;1390;21.01.23;13:19;1;30;1390;1390;00;0000000000000;0
1;1368;7498;1;0;0181;1.000;1550;21.01.26;14:47;3;30;1550;1550;00;0000000000000;0
1;1368;7501;2;0;0086;1.000;540;21.01.26;15:10;1;30;540;540;00;0000000000000;0
1;1369;7509;1;0;0001;1.000;6990;21.01.27;10:04;1;30;6990;6990;00;0000000000000;0
1;1369;7514;1;0;0026;1.000;2590;21.01.27;11:40;1;30;2590;2590;00;0000000000000;0
1;1369;7514;2;0;0048;1.000;1550;21.01.27;11:40;1;30;1550;1550;00;0000000000000;0
1;1369;7515;1;0;0244;1.000;690;21.01.27;11:51;1;30;690;690;00;0000000000000;0
1;1369;7519;1;0;0026;1.000;990;21.01.27;12:31;1;30;990;990;00;0000000000000;0
1;1369;7519;2;0;0026;2.000;2180;21.01.27;12:31;1;30;2180;2180;00;0000000000000;0
1;1369;7520;1;0;0026;1.000;1090;21.01.27;12:41;1;30;1090;1090;00;0000000000000;0
1;1369;7528;2;0;0026;1.000;2190;21.01.27;14:52;1;30;2190;2190;00;0000000000000;0
1;1369;7530;1;0;0093;1.000;1690;21.01.27;15:11;3;30;1690;1690;00;0000000000000;0
1;1369;7537;3;0;0182;1.000;870;21.01.27;16:36;2;30;870;870;00;0000000000000;0
1;1369;7537;4;0;0182;1.000;1190;21.01.27;16:36;2;30;1190;1190;00;0000000000000;0
1;1369;7537;5;0;0182;1.000;1150;21.01.27;16:36;2;30;1150;1150;00;0000000000000;0
1;1369;7540;4;0;0035;1.000;890;21.01.27;17:15;1;30;890;890;00;0000000000000;0
1;1370;7543;3;0;0002;1.000;2850;21.01.28;09:49;1;30;2850;2850;00;0000000000000;0
1;1370;7548;1;0;0026;1.000;1290;21.01.28;11:09;1;30;1290;1290;00;0000000000000;0
1;1370;7552;1;0;0182;1.000;870;21.01.28;12:50;2;30;870;870;00;0000000000000;0
1;1370;7557;1;0;0209;1.000;2990;21.01.28;13:33;1;30;2990;2990;00;0000000000000;0
1;1370;7563;4;0;0002;1.000;1090;21.01.28;15:36;1;30;1090;1090;00;0000000000000;0
1;1370;7566;3;0;0209;1.000;2990;21.01.28;17:05;1;30;2990;2990;00;0000000000000;0
1;1370;7566;5;0;0209;1.000;990;21.01.28;17:05;1;30;990;990;00;0000000000000;0
1;1370;7567;2;0;0209;1.000;2990;21.01.28;17:35;1;30;2990;2990;00;0000000000000;0
1;1371;7571;1;0;0038;1.000;1390;21.01.29;09:46;1;30;1390;1390;00;0000000000000;0
1;1371;7575;1;0;0026;1.000;2590;21.01.29;10:39;1;30;2590;2590;00;0000000000000;0
1;1371;7578;1;0;0026;1.000;2950;21.01.29;12:24;1;30;2950;2950;00;0000000000000;0
1;1371;7578;2;0;0026;1.000;2350;21.01.29;12:24;1;30;2350;2350;00;0000000000000;0
1;1371;7581;3;0;1968;1.00;1590;21.01.29;13:56;1;30;1590;1590;00;0680275057789;0
1;1371;7581;10;0;0002;1.000;580;21.01.29;13:56;1;30;580;580;00;0000000000000;0
1;1371;7582;1;0;0026;1.000;2590;21.01.29;13:59;1;30;2590;2590;00;0000000000000;0
1;1372;7596;1;0;0002;1.000;660;21.01.30;09:56;1;30;660;660;00;0000000000000;0
1;1372;7604;1;0;0002;1.000;940;21.01.30;10:40;1;30;940;940;00;0000000000000;0
1;1372;7611;2;0;1945;1.00;1690;21.01.30;11:17;1;30;1690;1690;00;0680275060383;0
1;1372;7613;8;0;0181;1.000;1250;21.01.30;12:14;3;30;1250;1250;00;0000000000000;0
1;1372;7614;1;0;0002;1.000;2590;21.01.30;12:29;1;30;2590;2590;00;0000000000000;0
1;1373;7634;1;0;0037;1.000;5000;21.02.01;16:36;1;30;5000;5000;00;0000000000000;0
1;1373;7635;5;0;0048;1.000;2790;21.02.01;16:48;1;30;2790;2790;00;0000000000000;0
1;1374;7644;1;0;0026;1.000;2590;21.02.02;15:21;1;30;2590;2590;00;0000000000000;0
1;1375;7652;5;0;0225;1.000;200;21.02.03;09:46;1;30;200;200;00;0000000000000;0
1;1375;7659;1;0;0244;1.000;690;21.02.03;10:56;1;30;690;690;00;0000000000000;0
1;1375;7659;3;0;0026;1.000;1090;21.02.03;10:56;1;30;1090;1090;00;0000000000000;0
1;1375;7669;1;0;0048;1.000;1750;21.02.03;14:18;1;30;1750;1750;00;0000000000000;0
1;1375;7670;3;0;0089;1.000;990;21.02.03;14:23;3;30;990;990;00;0000000000000;0
1;1375;7675;2;0;0002;1.000;2190;21.02.03;15:32;1;30;2190;2190;00;0000000000000;0
1;1375;7678;1;0;0182;1.000;760;21.02.03;16:43;2;30;760;760;00;0000000000000;0
1;1376;7687;4;0;0025;1.000;270;21.02.04;13:51;1;30;270;270;00;0000000000000;0
1;1376;7694;1;0;0026;1.000;2350;21.02.04;15:45;1;30;2350;2350;00;0000000000000;0
1;1376;7695;1;0;0002;1.000;2850;21.02.04;16:00;1;30;2850;2850;00;0000000000000;0
1;1376;7695;4;0;0182;1.000;1150;21.02.04;16:00;2;30;1150;1150;00;0000000000000;0
1;1377;7701;3;0;0199;1.000;1190;21.02.05;11:07;1;30;1190;1190;00;0000000000000;0
1;1377;7705;3;0;0225;1.000;100;21.02.05;12:19;1;30;100;100;00;0000000000000;0
1;1377;7706;1;0;0012;4.000;4360;21.02.05;12:33;1;30;4360;4360;00;0000000000000;0
1;1377;7706;4;0;0203;1.000;990;21.02.05;12:33;1;30;990;990;00;0000000000000;0
1;1377;7710;2;0;0048;1.000;1350;21.02.05;12:54;1;30;1350;1350;00;0000000000000;0
1;1377;7713;1;0;0021;1.000;3890;21.02.05;13:15;1;30;3890;3890;00;0000000000000;0
1;1377;7716;1;0;0068;1.000;3340;21.02.05;13:27;1;30;3340;3340;00;0000000000000;0
1;1377;7721;1;0;0209;1.000;16040;21.02.05;14:21;1;30;16040;16040;00;0000000000000;0
1;1377;7723;1;0;0068;1.000;600;21.02.05;14:31;1;30;600;600;00;0000000000000;0
1;1377;7725;2;0;0182;3.000;1470;21.02.05;14:41;2;30;1470;1470;00;0000000000000;0
1;1377;7730;3;0;0048;1.000;1390;21.02.05;15:55;1;30;1390;1390;00;0000000000000;0
1;1377;7731;2;0;0038;1.000;850;21.02.05;16:09;1;30;850;850;00;0000000000000;0
