#1	COM255:1:STX6:1	5	2023.02.25	20:21	ODBarkod	WIN 13.32.2020	ODBARKODIN.txt	ODBARKODOUT.txt
#
#ELZAB Jota online 20000 PLU II gen. ver. 01 (identyfikator odczytany z urzadzenia i pliku ECRTBUF.TXT)
$04364	10004999
$03919	10000441
$03266	10000557
$03423	10006122
$04611	10008072
$04610	10008065
$04609	10008058
$04608	10008041
$04607	10008034
$04606	10008027
$04605	10008010
$04604	10008003
$04603	10007990
$04602	10007983
$04601	10007976
$04600	10007969
$04599	10007952
$04598	10007945
$04597	10007938
$04596	10007921
$04595	14039201
$04594	10007914
$04593	10007907
$04592	10007891
$04591	10003527
$04589	10007860
$04590	10002834
$04588	10007846
$04587	10007839
$04586	10007822
$04585	10007815
$04584	10007808
$04583	10007792
$04582	10007785
$04581	10007778
$04580	10007761
$04579	10007754
$04578	23528
$04577	23405
$04576	23368
$04575	23153
$04574	20022662
$04573	23092
$04572	10003725
$04571	22293
$04570	20030742
$04569	20923
$04567	10007730
$04565	10007716
$04564	10007709
$04563	10007693
$04562	10007686
$04561	10007679
$04560	10007662
$04559	10007655
$04558	10007648
$04557	10007631
$04556	10007624
$04527	10007037
$04526	10000663
$04525	2005263
$04524	10007006
$04523	10000465
$04522	10006870
$04521	10006887
$04520	10000458
$04519	10006849
$04518	10006832
$04517	10007020
$04516	10006818
$04515	10006801
$04514	10006795
$04513	10006788
$04512	10006771
$04511	10006764
$04510	10006757
$04509	10006740
$04508	10006726
$04507	10006719
$04506	10006702
$04502	10006665
$04501	10006658
$04499	10006634
$04498	10006627
$04497	10006610
$04496	10006603
$04495	10006597
$04494	10006580
$04493	10006573
$04492	10006566
$04491	10006559
$04490	10006542
$04489	10006535
$04487	10006511
$04486	10006504
$04485	10006498
$04484	10006481
$04483	10006474
$04482	10006467
$04481	10006450
$04480	10006443
$04478	10006429
$04477	10006412
$04475	10006399
$04474	10006382
$04473	10006375
$04472	10006368
$04471	10006351
$04470	22032553
$04469	10006344
$04468	10006337
$04467	10006320
$04466	10006313
$04465	10006306
$04464	10006290
$04463	10006283
$04462	10006276
$04461	10006269
$04460	10006252
$04459	10006245
$04458	10006238
$04457	10006221
$04456	10006214
$04455	10006207
$04454	10006191
$04453	10006184
$04452	10006177
$04451	10006160
$04443	10005873
$04439	10005781
$04438	10005774
$04437	10005750
$04436	10005767
$04435	10005743
$04434	10002674
$04433	10005729
$04432	10005712
$04431	10005705
$04430	10005699
$04429	10005682
$04428	10005675
$04427	10005668
$04426	10005651
$04425	10005644
$04424	10005637
$04423	10005620
$04422	10005613
$04421	10005606
$04420	10005590
$04419	10002599
$04418	10005583
$04417	10005569
$04416	10005552
$04415	10005545
$04414	10005538
$04413	10005521
$04412	10005514
$04411	10005507
$04410	10005491
$04409	10005484
$04408	10005477
$04407	10005460
$04406	10005453
$04405	10005446
$04404	10005422
$04403	10005439
$04402	10005415
$04401	10005408
$04400	10005392
$04399	10005378
$04398	10005385
$04397	10005361
$04396	10005354
$04395	10005347
$04394	10005330
$04393	10005323
$04392	10005316
$04391	10005309
$04390	10005293
$04380	10005163
$04379	10005194
$04378	10005187
$04377	10005170
$04376	10005156
$04375	10005149
$04374	10005125
$04373	10005118
$04372	10005101
$04371	10005095
$04370	10002995
$04369	10005088
$04368	10005071
$04367	10005064
$04366	10005033
$04365	10005026
$04363	10004982
$04362	10004845
$04361	10004838
$04360	10004821
$04359	10004814
$04358	10004784
$04356	10002773
$04355	10004753
$04354	10004760
$04353	10004746
$04352	10004739
$04351	10004722
$04350	10004715
$04349	10004708
$04348	10004692
$04347	10004685
$04346	10004678
$04345	10004319
$04344	10004661
$04343	10004654
$04342	10004630
$04341	10004623
$04340	10004616
$04339	10004586
$04338	10004579
$04337	10004562
$04336	10004555
$04335	10004364
$04334	10004531
$04333	10004418
$04332	10004647
$04331	10004289
$04330	10004272
