#1	COM7:57600:MUX0:1	3	2021.03.20	13:27	ODBarkod	WIN 13.32.2020	ODBARKODIN.txt	ODBARKODOUT.txt
#
#Jota E 4095 PLU II gen. ver. 01 (identyfikator odczytany z urzadzenia i pliku ECRTBUF.TXT)
$00300	000000000001003000
$00301	000000000001003017
$00302	000000000001003024
$00303	000000000001003031
$00304	000000000001003048
$00305	000000000001003055
$00306	000000000001003062
$00307	000000000001003079
$00308	000000000001003086
$00309	000000000001003093
$00310	000000000001003109
$00311	000000000001003116
$00312	000000000001003123
$00313	000000000001003130
$00314	000000000001003147
$00315	000000000001003154
$00316	000000000001003161
$00317	000000000001003178
$00318	000000000001003185
$00319	000000000001003192
$00320	000000000001003208
$00321	000000000001003215
$00322	000000000001003222
$00323	000000000001003239
$00324	000000000001003246
$00325	000000000001003253
$00326	000000000001003260
$00327	000000000001003277
$00328	000000000001003284
$00329	000000000001003291
$00330	000000000001003307
$00331	000000000001003314
$00332	000000000001003321
$00333	000000000001003338
$00334	000000000001003345
$00335	000000000001003352
$00336	000000000001003369
$00337	000000000001003376
$00338	000000000001003383
$00339	000000000001003390
$00340	000000000001003406
$00341	000000000001003413
$00342	000000000001003420
$00343	000000000001003437
$00344	000000000001003444
$00345	000000000001003451
$00346	000000000001003468
$00347	000000000001003475
$00348	000000000001003482
$00349	000000000001003499
$00350	000000000001003505
$00351	000000000001003512
$00352	000000000001003529
$00353	000000000001003536
$00354	000000000001003543
$00355	000000000001003550
$00356	000000000001003567
$00357	000000000001003574
$00358	000000000001003581
$00359	000000000001003598
$00360	000000000001003604
$00361	000000000001003611
$00362	000000000001003628
$00363	000000000001003635
$00364	000000000001003642
$00365	000000000001003659
$00366	000000000001003666
$00367	000000000001003673
$00368	000000000001003680
$00369	000000000001003697
$00370	000000000001003703
$00371	000000000001003710
$00372	000000000001003727
$00373	000000000001003734
$00374	000000000001003741
$00375	000000000001003758
$00376	000000000001003765
$00377	000000000001003772
$00378	000000000001003789
$00379	000000000001003796
$00380	000000000001003802
$00381	000000000001003819
$00382	000000000001003826
$00383	000000000001003833
$00384	000000000001003840
$00385	000000000001003857
$00386	000000000001003864
$00387	000000000001003871
$00388	000000000001003888
$00389	000000000001003895
$00390	000000000001003901
$00391	000000000001003918
$00392	000000000001003925
$00393	000000000001003932
$00394	000000000001003949
$00395	000000000001003956
$00396	000000000001003963
